,sigma,force,rmodav,rmodsqd,dmax
,0.340,0.920,0.9999383,0.0000000,0.0000000
,0.340,0.940,0.9999386,0.0000000,0.0000000
,0.340,0.960,0.9999389,0.0000000,0.0000000
,0.340,0.980,0.9999392,0.0000000,0.0000000
,0.340,1.000,0.9999395,0.0000000,0.0000000
,0.340,1.020,0.9999398,0.0000000,0.0000000
,0.340,1.040,0.9999401,0.0000000,0.0000000
,0.340,1.060,0.9999403,0.0000000,0.0000000
,0.340,1.080,0.9999406,0.0000000,0.0000000
,0.340,1.100,0.9999409,0.0000000,0.0000000
,0.340,1.120,0.9999412,0.0000000,0.0000000
,0.340,1.140,0.9999414,0.0000000,0.0000000
,0.340,1.160,0.9999417,0.0000000,0.0000000
,0.340,1.180,0.9999420,0.0000000,0.0000000
,0.340,1.200,0.9999422,0.0000000,0.0000000
,0.340,1.220,0.9999425,0.0000000,0.0000000
,0.340,1.240,0.9999428,0.0000000,0.0000000
,0.340,1.260,0.9999430,0.0000000,0.0000000
,0.340,1.280,0.9999433,0.0000000,0.0000000
,0.340,1.300,0.9999435,0.0000000,0.0000000
,0.340,1.320,0.9999438,0.0000000,0.0000000
,0.340,1.340,0.9999440,0.0000000,0.0000000
,0.340,1.360,0.9999443,0.0000000,0.0000000
,0.340,1.380,0.9999445,0.0000000,0.0000000
,0.340,1.400,0.9999448,0.0000000,0.0000000
,0.340,1.420,0.9999450,0.0000000,0.0000000
,0.340,1.440,0.9999453,0.0000000,0.0000000
,0.340,1.460,0.9999455,0.0000000,0.0000000
,0.340,1.480,0.9999457,0.0000000,0.0000000
,0.340,1.500,0.9999460,0.0000000,0.0000000
,0.340,1.520,0.9999462,0.0000000,0.0000000
,0.340,1.540,0.9999464,0.0000000,0.0000000
,0.340,1.560,0.9999467,0.0000000,0.0000000
,0.340,1.580,0.9999469,0.0000000,0.0000000
,0.340,1.600,0.9999471,0.0000000,0.0000000
,0.340,1.620,0.9999473,0.0000000,0.0000000
,0.340,1.640,0.9999476,0.0000000,0.0000000
,0.340,1.660,0.9999478,0.0000000,0.0000000
,0.340,1.680,0.9999480,0.0000000,0.0000000
,0.340,1.700,0.9999482,0.0000000,0.0000000
,0.340,1.720,0.9999484,0.0000000,0.0000000
,0.340,1.740,0.9999487,0.0000000,0.0000000
,0.340,1.760,0.9999489,0.0000000,0.0000000
,0.340,1.780,0.9999491,0.0000000,0.0000000
,0.340,1.800,0.9999493,0.0000000,0.0000000
,0.340,1.820,0.9999495,0.0000000,0.0000000
,0.340,1.840,0.9999497,0.0000000,0.0000000
,0.340,1.860,0.9999499,0.0000000,0.0000000
,0.340,1.880,0.9999501,0.0000000,0.0000000
,0.340,1.900,0.9999503,0.0000000,0.0000000
,0.340,1.920,0.9999505,0.0000000,0.0000000
,0.340,1.940,0.9999508,0.0000000,0.0000000
,0.340,1.960,0.9999510,0.0000000,0.0000000
,0.340,1.980,0.9999512,0.0000000,0.0000000
,0.340,2.000,0.9999514,0.0000000,0.0000000
,0.360,0.000,0.0014853,1.1344402,0.0012417
,0.360,0.020,0.0150212,0.1219700,0.0017218
,0.360,0.040,0.0299472,0.1067807,0.0027686
,0.360,0.060,0.0444542,0.0632020,0.0031509
,0.360,0.080,0.0596906,0.0669889,0.0045375
,0.360,0.100,0.0755838,0.0520258,0.0039181
,0.360,0.120,0.0925709,0.0633705,0.0063515
,0.360,0.140,0.1108363,0.0569840,0.0063938
,0.360,0.160,0.1334381,0.0784768,0.0098347
,0.360,0.180,0.1591730,0.0688735,0.0119541
,0.360,0.200,0.6668831,0.3859186,0.4879066
,0.360,0.220,0.9999401,0.0000133,0.5817598
,0.360,0.240,0.9999470,0.0000196,0.5087051
,0.360,0.260,0.9999556,0.0000253,0.3984921
,0.360,0.280,0.9999550,0.0000212,0.2856265
,0.360,0.300,0.9999476,0.0000126,0.1498451
,0.360,0.320,0.9999414,0.0000120,0.1626758
,0.360,0.340,0.9999324,0.0000080,0.1434889
,0.360,0.360,0.9999245,0.0000000,0.0020454
,0.360,0.380,0.9999267,0.0000000,0.0000000
,0.360,0.400,0.9999276,0.0000000,0.0000000
,0.360,0.420,0.9999283,0.0000000,0.0000000
,0.360,0.440,0.9999290,0.0000000,0.0000000
,0.360,0.460,0.9999295,0.0000000,0.0000000
,0.360,0.480,0.9999301,0.0000000,0.0000000
,0.360,0.500,0.9999306,0.0000000,0.0000000
,0.360,0.520,0.9999310,0.0000000,0.0000000
,0.360,0.540,0.9999315,0.0000000,0.0000000
,0.360,0.560,0.9999319,0.0000000,0.0000000
,0.360,0.580,0.9999323,0.0000000,0.0000000
,0.360,0.600,0.9999327,0.0000000,0.0000000
,0.360,0.620,0.9999331,0.0000000,0.0000000
,0.360,0.640,0.9999335,0.0000000,0.0000000
,0.360,0.660,0.9999339,0.0000000,0.0000000
,0.360,0.680,0.9999342,0.0000000,0.0000000
,0.360,0.700,0.9999346,0.0000000,0.0000000
,0.360,0.720,0.9999349,0.0000000,0.0000000
,0.360,0.740,0.9999353,0.0000000,0.0000000
,0.360,0.760,0.9999356,0.0000000,0.0000000
,0.360,0.780,0.9999360,0.0000000,0.0000000
,0.360,0.800,0.9999363,0.0000000,0.0000000
,0.360,0.820,0.9999366,0.0000000,0.0000000
,0.360,0.840,0.9999369,0.0000000,0.0000000
,0.360,0.860,0.9999373,0.0000000,0.0000000
,0.360,0.880,0.9999376,0.0000000,0.0000000
,0.360,0.900,0.9999379,0.0000000,0.0000000
,0.360,0.920,0.9999382,0.0000000,0.0000000
,0.360,0.940,0.9999385,0.0000000,0.0000000
,0.360,0.960,0.9999388,0.0000000,0.0000000
,0.360,0.980,0.9999391,0.0000000,0.0000000
,0.360,1.000,0.9999394,0.0000000,0.0000000
,0.360,1.020,0.9999397,0.0000000,0.0000000
,0.360,1.040,0.9999400,0.0000000,0.0000000
,0.360,1.060,0.9999402,0.0000000,0.0000000
,0.360,1.080,0.9999405,0.0000000,0.0000000
,0.360,1.100,0.9999408,0.0000000,0.0000000
,0.360,1.120,0.9999411,0.0000000,0.0000000
,0.360,1.140,0.9999414,0.0000000,0.0000000
,0.360,1.160,0.9999416,0.0000000,0.0000000
,0.360,1.180,0.9999419,0.0000000,0.0000000
,0.360,1.200,0.9999422,0.0000000,0.0000000
,0.360,1.220,0.9999424,0.0000000,0.0000000
,0.360,1.240,0.9999427,0.0000000,0.0000000
,0.360,1.260,0.9999429,0.0000000,0.0000000
,0.360,1.280,0.9999432,0.0000000,0.0000000
,0.360,1.300,0.9999435,0.0000000,0.0000000
,0.360,1.320,0.9999437,0.0000000,0.0000000
,0.360,1.340,0.9999440,0.0000000,0.0000000
,0.360,1.360,0.9999442,0.0000000,0.0000000
,0.360,1.380,0.9999445,0.0000000,0.0000000
,0.360,1.400,0.9999447,0.0000000,0.0000000
,0.360,1.420,0.9999450,0.0000000,0.0000000
,0.360,1.440,0.9999452,0.0000000,0.0000000
,0.360,1.460,0.9999454,0.0000000,0.0000000
,0.360,1.480,0.9999457,0.0000000,0.0000000
,0.360,1.500,0.9999459,0.0000000,0.0000000
,0.360,1.520,0.9999461,0.0000000,0.0000000
,0.360,1.540,0.9999464,0.0000000,0.0000000
,0.360,1.560,0.9999466,0.0000000,0.0000000
,0.360,1.580,0.9999468,0.0000000,0.0000000
,0.360,1.600,0.9999471,0.0000000,0.0000000
,0.360,1.620,0.9999473,0.0000000,0.0000000
,0.360,1.640,0.9999475,0.0000000,0.0000000
,0.360,1.660,0.9999477,0.0000000,0.0000000
,0.360,1.680,0.9999480,0.0000000,0.0000000
,0.360,1.700,0.9999482,0.0000000,0.0000000
,0.360,1.720,0.9999484,0.0000000,0.0000000
,0.360,1.740,0.9999486,0.0000000,0.0000000
,0.360,1.760,0.9999488,0.0000000,0.0000000
,0.360,1.780,0.9999491,0.0000000,0.0000000
,0.360,1.800,0.9999493,0.0000000,0.0000000
,0.360,1.820,0.9999495,0.0000000,0.0000000
,0.360,1.840,0.9999497,0.0000000,0.0000000
,0.360,1.860,0.9999499,0.0000000,0.0000000
,0.360,1.880,0.9999501,0.0000000,0.0000000
,0.360,1.900,0.9999503,0.0000000,0.0000000
,0.360,1.920,0.9999505,0.0000000,0.0000000
,0.360,1.940,0.9999507,0.0000000,0.0000000
,0.360,1.960,0.9999509,0.0000000,0.0000000
,0.360,1.980,0.9999511,0.0000000,0.0000000
,0.360,2.000,0.9999513,0.0000000,0.0000000
,0.380,0.000,0.0014997,0.3977683,0.0011375
,0.380,0.020,0.0134651,0.0965970,0.0012922
,0.380,0.040,0.0270773,0.0578575,0.0016908
,0.380,0.060,0.0408057,0.0639896,0.0028725
,0.380,0.080,0.0544701,0.0693290,0.0034859
,0.380,0.100,0.0687242,0.0713540,0.0045634
,0.380,0.120,0.0828855,0.0517783,0.0051991
,0.380,0.140,0.0975213,0.0566080,0.0077342
,0.380,0.160,0.1136881,0.0763801,0.0104095
,0.380,0.180,0.1309947,0.0726534,0.0090527
,0.380,0.200,0.1475982,0.0505380,0.0098114
,0.380,0.220,0.1701470,0.0647748,0.0119593
,0.380,0.240,0.1969360,0.0917566,0.0182927
,0.380,0.260,0.9999240,0.0000032,0.6937656
,0.380,0.280,0.9999242,0.0000035,0.7167609
,0.380,0.300,0.9999243,0.0000037,0.6908188
,0.380,0.320,0.9999243,0.0000039,0.6426990
,0.380,0.340,0.9999258,0.0000045,0.6540415
,0.380,0.360,0.9999257,0.0000049,0.5570977
,0.380,0.380,0.9999245,0.0000000,0.0020256
,0.380,0.400,0.9999267,0.0000000,0.0000000
,0.380,0.420,0.9999277,0.0000000,0.0000000
,0.380,0.440,0.9999284,0.0000000,0.0000000
,0.380,0.460,0.9999291,0.0000000,0.0000000
,0.380,0.480,0.9999297,0.0000000,0.0000000
,0.380,0.500,0.9999302,0.0000000,0.0000000
,0.380,0.520,0.9999307,0.0000000,0.0000000
,0.380,0.540,0.9999312,0.0000000,0.0000000
,0.380,0.560,0.9999316,0.0000000,0.0000000
,0.380,0.580,0.9999321,0.0000000,0.0000000
,0.380,0.600,0.9999325,0.0000000,0.0000000
,0.380,0.620,0.9999329,0.0000000,0.0000000
,0.380,0.640,0.9999333,0.0000000,0.0000000
,0.380,0.660,0.9999337,0.0000000,0.0000000
,0.380,0.680,0.9999340,0.0000000,0.0000000
,0.380,0.700,0.9999344,0.0000000,0.0000000
,0.380,0.720,0.9999348,0.0000000,0.0000000
,0.380,0.740,0.9999351,0.0000000,0.0000000
,0.380,0.760,0.9999355,0.0000000,0.0000000
,0.380,0.780,0.9999358,0.0000000,0.0000000
,0.380,0.800,0.9999361,0.0000000,0.0000000
,0.380,0.820,0.9999365,0.0000000,0.0000000
,0.380,0.840,0.9999368,0.0000000,0.0000000
,0.380,0.860,0.9999371,0.0000000,0.0000000
,0.380,0.880,0.9999374,0.0000000,0.0000000
,0.380,0.900,0.9999378,0.0000000,0.0000000
,0.380,0.920,0.9999381,0.0000000,0.0000000
,0.380,0.940,0.9999384,0.0000000,0.0000000
,0.380,0.960,0.9999387,0.0000000,0.0000000
,0.380,0.980,0.9999390,0.0000000,0.0000000
,0.380,1.000,0.9999393,0.0000000,0.0000000
,0.380,1.020,0.9999396,0.0000000,0.0000000
,0.380,1.040,0.9999399,0.0000000,0.0000000
,0.380,1.060,0.9999401,0.0000000,0.0000000
,0.380,1.080,0.9999404,0.0000000,0.0000000
,0.380,1.100,0.9999407,0.0000000,0.0000000
,0.380,1.120,0.9999410,0.0000000,0.0000000
,0.380,1.140,0.9999413,0.0000000,0.0000000
,0.380,1.160,0.9999415,0.0000000,0.0000000
,0.380,1.180,0.9999418,0.0000000,0.0000000
,0.380,1.200,0.9999421,0.0000000,0.0000000
,0.380,1.220,0.9999423,0.0000000,0.0000000
,0.380,1.240,0.9999426,0.0000000,0.0000000
,0.380,1.260,0.9999429,0.0000000,0.0000000
,0.380,1.280,0.9999431,0.0000000,0.0000000
,0.380,1.300,0.9999434,0.0000000,0.0000000
,0.380,1.320,0.9999436,0.0000000,0.0000000
,0.380,1.340,0.9999439,0.0000000,0.0000000
,0.380,1.360,0.9999441,0.0000000,0.0000000
,0.380,1.380,0.9999444,0.0000000,0.0000000
,0.380,1.400,0.9999446,0.0000000,0.0000000
,0.380,1.420,0.9999449,0.0000000,0.0000000
,0.380,1.440,0.9999451,0.0000000,0.0000000
,0.380,1.460,0.9999454,0.0000000,0.0000000
,0.380,1.480,0.9999456,0.0000000,0.0000000
,0.380,1.500,0.9999459,0.0000000,0.0000000
,0.380,1.520,0.9999461,0.0000000,0.0000000
,0.380,1.540,0.9999463,0.0000000,0.0000000
,0.380,1.560,0.9999466,0.0000000,0.0000000
,0.380,1.580,0.9999468,0.0000000,0.0000000
,0.380,1.600,0.9999470,0.0000000,0.0000000
,0.380,1.620,0.9999472,0.0000000,0.0000000
,0.380,1.640,0.9999475,0.0000000,0.0000000
,0.380,1.660,0.9999477,0.0000000,0.0000000
,0.380,1.680,0.9999479,0.0000000,0.0000000
,0.380,1.700,0.9999481,0.0000000,0.0000000
,0.380,1.720,0.9999484,0.0000000,0.0000000
,0.380,1.740,0.9999486,0.0000000,0.0000000
,0.380,1.760,0.9999488,0.0000000,0.0000000
,0.380,1.780,0.9999490,0.0000000,0.0000000
,0.380,1.800,0.9999492,0.0000000,0.0000000
,0.380,1.820,0.9999494,0.0000000,0.0000000
,0.380,1.840,0.9999496,0.0000000,0.0000000
,0.380,1.860,0.9999499,0.0000000,0.0000000
,0.380,1.880,0.9999501,0.0000000,0.0000000
,0.380,1.900,0.9999503,0.0000000,0.0000000
,0.380,1.920,0.9999505,0.0000000,0.0000000
,0.380,1.940,0.9999507,0.0000000,0.0000000
,0.380,1.960,0.9999509,0.0000000,0.0000000
,0.380,1.980,0.9999511,0.0000000,0.0000000
,0.380,2.000,0.9999513,0.0000000,0.0000000
,0.400,0.000,0.0012263,0.4224080,0.0009503
,0.400,0.020,0.0138835,0.1068138,0.0014258
,0.400,0.040,0.0277791,0.0915992,0.0022422
,0.400,0.060,0.0416254,0.0740923,0.0030029
,0.400,0.080,0.0558802,0.0765375,0.0040944
,0.400,0.100,0.0699640,0.0688378,0.0046788
,0.400,0.120,0.0844998,0.0512889,0.0042307
,0.400,0.140,0.0995518,0.0573717,0.0057984
,0.400,0.160,0.1186709,0.0875328,0.0116917
,0.400,0.180,0.1345755,0.0648350,0.0118688
,0.400,0.200,0.1534036,0.0550332,0.0126256
,0.400,0.220,0.1823196,0.1158171,0.0208205
,0.400,0.240,0.9999352,0.0000096,0.6170041
,0.400,0.260,0.9999426,0.0000153,0.5727481
,0.400,0.280,0.9999550,0.0000233,0.4739331
,0.400,0.300,0.9999510,0.0000235,0.3765341
,0.400,0.320,0.9999512,0.0000219,0.2877821
,0.400,0.340,0.9999492,0.0000168,0.2095476
,0.400,0.360,0.9999390,0.0000101,0.1460686
,0.400,0.380,0.9999314,0.0000018,0.0372430
,0.400,0.400,0.9999245,0.0000000,0.0018372
,0.400,0.420,0.9999268,0.0000000,0.0000000
,0.400,0.440,0.9999278,0.0000000,0.0000000
,0.400,0.460,0.9999285,0.0000000,0.0000000
,0.400,0.480,0.9999292,0.0000000,0.0000000
,0.400,0.500,0.9999298,0.0000000,0.0000000
,0.400,0.520,0.9999303,0.0000000,0.0000000
,0.400,0.540,0.9999308,0.0000000,0.0000000
,0.400,0.560,0.9999313,0.0000000,0.0000000
,0.400,0.580,0.9999318,0.0000000,0.0000000
,0.400,0.600,0.9999322,0.0000000,0.0000000
,0.400,0.620,0.9999326,0.0000000,0.0000000
,0.400,0.640,0.9999330,0.0000000,0.0000000
,0.400,0.660,0.9999334,0.0000000,0.0000000
,0.400,0.680,0.9999338,0.0000000,0.0000000
,0.400,0.700,0.9999342,0.0000000,0.0000000
,0.400,0.720,0.9999346,0.0000000,0.0000000
,0.400,0.740,0.9999349,0.0000000,0.0000000
,0.400,0.760,0.9999353,0.0000000,0.0000000
,0.400,0.780,0.9999356,0.0000000,0.0000000
,0.400,0.800,0.9999360,0.0000000,0.0000000
,0.400,0.820,0.9999363,0.0000000,0.0000000
,0.400,0.840,0.9999367,0.0000000,0.0000000
,0.400,0.860,0.9999370,0.0000000,0.0000000
,0.400,0.880,0.9999373,0.0000000,0.0000000
,0.400,0.900,0.9999376,0.0000000,0.0000000
,0.400,0.920,0.9999379,0.0000000,0.0000000
,0.400,0.940,0.9999382,0.0000000,0.0000000
,0.400,0.960,0.9999386,0.0000000,0.0000000
,0.400,0.980,0.9999389,0.0000000,0.0000000
,0.400,1.000,0.9999392,0.0000000,0.0000000
,0.400,1.020,0.9999395,0.0000000,0.0000000
,0.400,1.040,0.9999397,0.0000000,0.0000000
,0.400,1.060,0.9999400,0.0000000,0.0000000
,0.400,1.080,0.9999403,0.0000000,0.0000000
,0.400,1.100,0.9999406,0.0000000,0.0000000
,0.400,1.120,0.9999409,0.0000000,0.0000000
,0.400,1.140,0.9999412,0.0000000,0.0000000
,0.400,1.160,0.9999414,0.0000000,0.0000000
,0.400,1.180,0.9999417,0.0000000,0.0000000
,0.400,1.200,0.9999420,0.0000000,0.0000000
,0.400,1.220,0.9999423,0.0000000,0.0000000
,0.400,1.240,0.9999425,0.0000000,0.0000000
,0.400,1.260,0.9999428,0.0000000,0.0000000
,0.400,1.280,0.9999430,0.0000000,0.0000000
,0.400,1.300,0.9999433,0.0000000,0.0000000
,0.400,1.320,0.9999436,0.0000000,0.0000000
,0.400,1.340,0.9999438,0.0000000,0.0000000
,0.400,1.360,0.9999441,0.0000000,0.0000000
,0.400,1.380,0.9999443,0.0000000,0.0000000
,0.400,1.400,0.9999446,0.0000000,0.0000000
,0.400,1.420,0.9999448,0.0000000,0.0000000
,0.400,1.440,0.9999451,0.0000000,0.0000000
,0.400,1.460,0.9999453,0.0000000,0.0000000
,0.400,1.480,0.9999455,0.0000000,0.0000000
,0.400,1.500,0.9999458,0.0000000,0.0000000
,0.400,1.520,0.9999460,0.0000000,0.0000000
,0.400,1.540,0.9999463,0.0000000,0.0000000
,0.400,1.560,0.9999465,0.0000000,0.0000000
,0.400,1.580,0.9999467,0.0000000,0.0000000
,0.400,1.600,0.9999470,0.0000000,0.0000000
,0.400,1.620,0.9999472,0.0000000,0.0000000
,0.400,1.640,0.9999474,0.0000000,0.0000000
,0.400,1.660,0.9999476,0.0000000,0.0000000
,0.400,1.680,0.9999479,0.0000000,0.0000000
,0.400,1.700,0.9999481,0.0000000,0.0000000
,0.400,1.720,0.9999483,0.0000000,0.0000000
,0.400,1.740,0.9999485,0.0000000,0.0000000
,0.400,1.760,0.9999487,0.0000000,0.0000000
,0.400,1.780,0.9999490,0.0000000,0.0000000
,0.400,1.800,0.9999492,0.0000000,0.0000000
,0.400,1.820,0.9999494,0.0000000,0.0000000
,0.400,1.840,0.9999496,0.0000000,0.0000000
,0.400,1.860,0.9999498,0.0000000,0.0000000
,0.400,1.880,0.9999500,0.0000000,0.0000000
,0.400,1.900,0.9999502,0.0000000,0.0000000
,0.400,1.920,0.9999504,0.0000000,0.0000000
,0.400,1.940,0.9999506,0.0000000,0.0000000
,0.400,1.960,0.9999508,0.0000000,0.0000000
,0.400,1.980,0.9999510,0.0000000,0.0000000
,0.400,2.000,0.9999512,0.0000000,0.0000000
,0.420,0.000,0.0016368,0.2954317,0.0012377
,0.420,0.020,0.0140951,0.1175673,0.0015898
,0.420,0.040,0.0284551,0.0762173,0.0021962
,0.420,0.060,0.0429311,0.0755013,0.0029477
,0.420,0.080,0.0576662,0.0462406,0.0033513
,0.420,0.100,0.0733303,0.0544835,0.0039661
,0.420,0.120,0.0883626,0.0559270,0.0059279
,0.420,0.140,0.1052860,0.0690896,0.0068925
,0.420,0.160,0.1217783,0.0584062,0.0080319
,0.420,0.180,0.1397435,0.0744447,0.0094179
,0.420,0.200,0.1619002,0.0750696,0.0116333
,0.420,0.220,0.1963699,0.1055606,0.0199419
,0.420,0.240,0.9999348,0.0000085,0.6482300
,0.420,0.260,0.9999403,0.0000132,0.5880032
,0.420,0.280,0.9999475,0.0000196,0.5093046
,0.420,0.300,0.9999522,0.0000244,0.3942231
,0.420,0.320,0.9999516,0.0000227,0.3276562
,0.420,0.340,0.9999505,0.0000201,0.2547223
,0.420,0.360,0.9999439,0.0000123,0.1537633
,0.420,0.380,0.9999384,0.0000112,0.1630298
,0.420,0.400,0.9999310,0.0000018,0.0388847
,0.420,0.420,0.9999245,0.0000000,0.0018043
,0.420,0.440,0.9999268,0.0000000,0.0000000
,0.420,0.460,0.9999278,0.0000000,0.0000000
,0.420,0.480,0.9999286,0.0000000,0.0000000
,0.420,0.500,0.9999293,0.0000000,0.0000000
,0.420,0.520,0.9999299,0.0000000,0.0000000
,0.420,0.540,0.9999304,0.0000000,0.0000000
,0.420,0.560,0.9999310,0.0000000,0.0000000
,0.420,0.580,0.9999314,0.0000000,0.0000000
,0.420,0.600,0.9999319,0.0000000,0.0000000
,0.420,0.620,0.9999323,0.0000000,0.0000000
,0.420,0.640,0.9999328,0.0000000,0.0000000
,0.420,0.660,0.9999332,0.0000000,0.0000000
,0.420,0.680,0.9999336,0.0000000,0.0000000
,0.420,0.700,0.9999340,0.0000000,0.0000000
,0.420,0.720,0.9999344,0.0000000,0.0000000
,0.420,0.740,0.9999347,0.0000000,0.0000000
,0.420,0.760,0.9999351,0.0000000,0.0000000
,0.420,0.780,0.9999355,0.0000000,0.0000000
,0.420,0.800,0.9999358,0.0000000,0.0000000
,0.420,0.820,0.9999362,0.0000000,0.0000000
,0.420,0.840,0.9999365,0.0000000,0.0000000
,0.420,0.860,0.9999368,0.0000000,0.0000000
,0.420,0.880,0.9999372,0.0000000,0.0000000
,0.420,0.900,0.9999375,0.0000000,0.0000000
,0.420,0.920,0.9999378,0.0000000,0.0000000
,0.420,0.940,0.9999381,0.0000000,0.0000000
,0.420,0.960,0.9999384,0.0000000,0.0000000
,0.420,0.980,0.9999387,0.0000000,0.0000000
,0.420,1.000,0.9999390,0.0000000,0.0000000
,0.420,1.020,0.9999393,0.0000000,0.0000000
,0.420,1.040,0.9999396,0.0000000,0.0000000
,0.420,1.060,0.9999399,0.0000000,0.0000000
,0.420,1.080,0.9999402,0.0000000,0.0000000
,0.420,1.100,0.9999405,0.0000000,0.0000000
,0.420,1.120,0.9999408,0.0000000,0.0000000
,0.420,1.140,0.9999411,0.0000000,0.0000000
,0.420,1.160,0.9999413,0.0000000,0.0000000
,0.420,1.180,0.9999416,0.0000000,0.0000000
,0.420,1.200,0.9999419,0.0000000,0.0000000
,0.420,1.220,0.9999422,0.0000000,0.0000000
,0.420,1.240,0.9999424,0.0000000,0.0000000
,0.420,1.260,0.9999427,0.0000000,0.0000000
,0.420,1.280,0.9999430,0.0000000,0.0000000
,0.420,1.300,0.9999432,0.0000000,0.0000000
,0.420,1.320,0.9999435,0.0000000,0.0000000
,0.420,1.340,0.9999437,0.0000000,0.0000000
,0.420,1.360,0.9999440,0.0000000,0.0000000
,0.420,1.380,0.9999443,0.0000000,0.0000000
,0.420,1.400,0.9999445,0.0000000,0.0000000
,0.420,1.420,0.9999447,0.0000000,0.0000000
,0.420,1.440,0.9999450,0.0000000,0.0000000
,0.420,1.460,0.9999452,0.0000000,0.0000000
,0.420,1.480,0.9999455,0.0000000,0.0000000
,0.420,1.500,0.9999457,0.0000000,0.0000000
,0.420,1.520,0.9999460,0.0000000,0.0000000
,0.420,1.540,0.9999462,0.0000000,0.0000000
,0.420,1.560,0.9999464,0.0000000,0.0000000
,0.420,1.580,0.9999467,0.0000000,0.0000000
,0.420,1.600,0.9999469,0.0000000,0.0000000
,0.420,1.620,0.9999471,0.0000000,0.0000000
,0.420,1.640,0.9999474,0.0000000,0.0000000
,0.420,1.660,0.9999476,0.0000000,0.0000000
,0.420,1.680,0.9999478,0.0000000,0.0000000
,0.420,1.700,0.9999480,0.0000000,0.0000000
,0.420,1.720,0.9999483,0.0000000,0.0000000
,0.420,1.740,0.9999485,0.0000000,0.0000000
,0.420,1.760,0.9999487,0.0000000,0.0000000
,0.420,1.780,0.9999489,0.0000000,0.0000000
,0.420,1.800,0.9999491,0.0000000,0.0000000
,0.420,1.820,0.9999493,0.0000000,0.0000000
,0.420,1.840,0.9999496,0.0000000,0.0000000
,0.420,1.860,0.9999498,0.0000000,0.0000000
,0.420,1.880,0.9999500,0.0000000,0.0000000
,0.420,1.900,0.9999502,0.0000000,0.0000000
,0.420,1.920,0.9999504,0.0000000,0.0000000
,0.420,1.940,0.9999506,0.0000000,0.0000000
,0.420,1.960,0.9999508,0.0000000,0.0000000
,0.420,1.980,0.9999510,0.0000000,0.0000000
,0.420,2.000,0.9999512,0.0000000,0.0000000
,0.440,0.000,0.0012113,0.5623731,0.0009631
,0.440,0.020,0.0139127,0.0779187,0.0011483
,0.440,0.040,0.0277705,0.0696826,0.0019213
,0.440,0.060,0.0419403,0.0586046,0.0025655
,0.440,0.080,0.0557173,0.0599534,0.0035268
,0.440,0.100,0.0703313,0.0483543,0.0047149
,0.440,0.120,0.0848495,0.0577644,0.0054843
,0.440,0.140,0.0996584,0.0692735,0.0069506
,0.440,0.160,0.1161477,0.0533904,0.0104342
,0.440,0.180,0.1351181,0.0960775,0.0129086
,0.440,0.200,0.1519442,0.0567095,0.0081181
,0.440,0.220,0.1744077,0.0812192,0.0126847
,0.440,0.240,0.9999268,0.0000036,0.6844670
,0.440,0.260,0.9999300,0.0000059,0.6609520
,0.440,0.280,0.9999365,0.0000108,0.6190367
,0.440,0.300,0.9999434,0.0000170,0.5652010
,0.440,0.320,0.9999492,0.0000227,0.4548519
,0.440,0.340,0.9999530,0.0000243,0.3534108
,0.440,0.360,0.9999493,0.0000219,0.2914711
,0.440,0.380,0.9999433,0.0000178,0.2324112
,0.440,0.400,0.9999383,0.0000113,0.1664885
,0.440,0.420,0.9999307,0.0000017,0.0375304
,0.440,0.440,0.9999245,0.0000000,0.0017392
,0.440,0.460,0.9999269,0.0000000,0.0000000
,0.440,0.480,0.9999279,0.0000000,0.0000000
,0.440,0.500,0.9999287,0.0000000,0.0000000
,0.440,0.520,0.9999294,0.0000000,0.0000000
,0.440,0.540,0.9999300,0.0000000,0.0000000
,0.440,0.560,0.9999306,0.0000000,0.0000000
,0.440,0.580,0.9999311,0.0000000,0.0000000
,0.440,0.600,0.9999316,0.0000000,0.0000000
,0.440,0.620,0.9999320,0.0000000,0.0000000
,0.440,0.640,0.9999325,0.0000000,0.0000000
,0.440,0.660,0.9999329,0.0000000,0.0000000
,0.440,0.680,0.9999333,0.0000000,0.0000000
,0.440,0.700,0.9999337,0.0000000,0.0000000
,0.440,0.720,0.9999341,0.0000000,0.0000000
,0.440,0.740,0.9999345,0.0000000,0.0000000
,0.440,0.760,0.9999349,0.0000000,0.0000000
,0.440,0.780,0.9999353,0.0000000,0.0000000
,0.440,0.800,0.9999356,0.0000000,0.0000000
,0.440,0.820,0.9999360,0.0000000,0.0000000
,0.440,0.840,0.9999363,0.0000000,0.0000000
,0.440,0.860,0.9999367,0.0000000,0.0000000
,0.440,0.880,0.9999370,0.0000000,0.0000000
,0.440,0.900,0.9999373,0.0000000,0.0000000
,0.440,0.920,0.9999376,0.0000000,0.0000000
,0.440,0.940,0.9999380,0.0000000,0.0000000
,0.440,0.960,0.9999383,0.0000000,0.0000000
,0.440,0.980,0.9999386,0.0000000,0.0000000
,0.440,1.000,0.9999389,0.0000000,0.0000000
,0.440,1.020,0.9999392,0.0000000,0.0000000
,0.440,1.040,0.9999395,0.0000000,0.0000000
,0.440,1.060,0.9999398,0.0000000,0.0000000
,0.440,1.080,0.9999401,0.0000000,0.0000000
,0.440,1.100,0.9999404,0.0000000,0.0000000
,0.440,1.120,0.9999407,0.0000000,0.0000000
,0.440,1.140,0.9999410,0.0000000,0.0000000
