,sigma,force,rmodav,rmodsqd,dmax
,1.700,0.440,0.1523081,0.0358288,0.0055982
,1.700,0.460,0.1593097,0.0295153,0.0046917
,1.700,0.480,0.9999902,0.0000060,0.1527034
,1.700,0.500,0.9999918,0.0000047,0.1100471
,1.700,0.520,0.9999922,0.0000034,0.0774069
,1.700,0.540,0.9999923,0.0000023,0.0503346
,1.700,0.560,0.9999920,0.0000014,0.0297118
,1.700,0.580,0.9999915,0.0000012,0.0233690
,1.700,0.600,0.9999910,0.0000004,0.0082799
,1.700,0.620,0.9999903,0.0000002,0.0035281
,1.700,0.640,0.9999897,0.0000004,0.0070113
,1.700,0.660,0.9999891,0.0000006,0.0109148
,1.700,0.680,0.9999884,0.0000008,0.0139576
,1.700,0.700,0.9999877,0.0000005,0.0080509
,1.700,0.720,0.9999870,0.0000007,0.0107595
,1.700,0.740,0.9999862,0.0000003,0.0051060
,1.700,0.760,0.9999855,0.0000006,0.0094381
,1.700,0.780,0.9999847,0.0000002,0.0027479
,1.700,0.800,0.9999839,0.0000006,0.0081640
,1.700,0.820,0.9999830,0.0000003,0.0043426
,1.700,0.840,0.9999822,0.0000007,0.0094465
,1.700,0.860,0.9999813,0.0000002,0.0023148
,1.700,0.880,0.9999805,0.0000006,0.0076064
,1.700,0.900,0.9999795,0.0000002,0.0035484
,1.700,0.920,0.9999786,0.0000007,0.0093370
,1.700,0.940,0.9999776,0.0000007,0.0091271
,1.700,0.960,0.9999767,0.0000008,0.0100965
,1.700,0.980,0.9999757,0.0000012,0.0134315
,1.700,1.000,0.9999746,0.0000010,0.0109040
,1.700,1.020,0.9999736,0.0000011,0.0125207
,1.700,1.040,0.9999725,0.0000013,0.0144835
,1.700,1.060,0.9999714,0.0000016,0.0168504
,1.700,1.080,0.9999703,0.0000005,0.0059902
,1.700,1.100,0.9999692,0.0000006,0.0079750
,1.700,1.120,0.9999680,0.0000012,0.0127021
,1.700,1.140,0.9999668,0.0000016,0.0162084
,1.700,1.160,0.9999657,0.0000014,0.0136560
,1.700,1.180,0.9999645,0.0000002,0.0031672
,1.700,1.200,0.9999632,0.0000009,0.0107723
,1.700,1.220,0.9999619,0.0000001,0.0007296
,1.700,1.240,0.9999607,0.0000007,0.0085926
,1.700,1.260,0.9999593,0.0000003,0.0034947
,1.700,1.280,0.9999580,0.0000006,0.0073931
,1.700,1.300,0.9999566,0.0000004,0.0049472
,1.700,1.320,0.9999553,0.0000006,0.0079340
,1.700,1.340,0.9999538,0.0000011,0.0124379
,1.700,1.360,0.9999523,0.0000017,0.0186090
,1.700,1.380,0.9999509,0.0000015,0.0163063
,1.700,1.400,0.9999495,0.0000014,0.0160015
,1.700,1.420,0.9999479,0.0000017,0.0192654
,1.700,1.440,0.9999464,0.0000016,0.0187819
,1.700,1.460,0.9999448,0.0000023,0.0283651
,1.700,1.480,0.9999433,0.0000009,0.0125472
,1.700,1.500,0.9999417,0.0000008,0.0111740
,1.700,1.520,0.9999401,0.0000016,0.0225465
,1.700,1.540,0.9999385,0.0000007,0.0099067
,1.700,1.560,0.9999368,0.0000008,0.0116455
,1.700,1.580,0.9999351,0.0000014,0.0226988
,1.700,1.600,0.9999335,0.0000022,0.0392262
,1.700,1.620,0.9999317,0.0000004,0.0068089
,1.700,1.640,0.9999299,0.0000014,0.0311435
,1.700,1.660,0.9999280,0.0000007,0.0165764
,1.700,1.680,0.9999263,0.0000010,0.0322347
,1.700,1.700,0.9999239,0.0000006,0.0357415
,1.700,1.720,0.9999291,0.0000000,0.0000000
,1.700,1.740,0.9999310,0.0000000,0.0000000
,1.700,1.760,0.9999323,0.0000000,0.0000000
,1.700,1.780,0.9999335,0.0000000,0.0000000
,1.700,1.800,0.9999345,0.0000000,0.0000000
,1.700,1.820,0.9999353,0.0000000,0.0000000
,1.700,1.840,0.9999361,0.0000000,0.0000000
,1.700,1.860,0.9999369,0.0000000,0.0000000
,1.700,1.880,0.9999376,0.0000000,0.0000000
,1.700,1.900,0.9999382,0.0000000,0.0000000
,1.700,1.920,0.9999388,0.0000000,0.0000000
,1.700,1.940,0.9999394,0.0000000,0.0000000
,1.700,1.960,0.9999400,0.0000000,0.0000000
,1.700,1.980,0.9999405,0.0000000,0.0000000
,1.700,2.000,0.9999410,0.0000000,0.0000000
,1.720,0.000,0.0011285,0.2461919,0.0008268
,1.720,0.020,0.0069598,0.1803289,0.0012572
,1.720,0.040,0.0137296,0.0661141,0.0010296
,1.720,0.060,0.0205768,0.0447631,0.0009428
,1.720,0.080,0.0274551,0.0489200,0.0013252
,1.720,0.100,0.0343558,0.0432070,0.0014097
,1.720,0.120,0.0412357,0.0480448,0.0018515
,1.720,0.140,0.0480660,0.0330156,0.0021334
,1.720,0.160,0.0550419,0.0408374,0.0023268
,1.720,0.180,0.0618962,0.0368728,0.0023529
,1.720,0.200,0.0688152,0.0258239,0.0018191
,1.720,0.220,0.0756592,0.0364209,0.0028068
,1.720,0.240,0.0826136,0.0375217,0.0030583
,1.720,0.260,0.0894348,0.0279514,0.0040172
,1.720,0.280,0.0962569,0.0303867,0.0030993
,1.720,0.300,0.1031080,0.0335918,0.0035203
,1.720,0.320,0.1098969,0.0317954,0.0036827
,1.720,0.340,0.1166725,0.0277490,0.0032569
,1.720,0.360,0.1234288,0.0283077,0.0036014
,1.720,0.380,0.1303088,0.0274342,0.0037806
,1.720,0.400,0.1371446,0.0240996,0.0033297
,1.720,0.420,0.1439179,0.0306806,0.0045193
,1.720,0.440,0.1507236,0.0284802,0.0043090
,1.720,0.460,0.1596390,0.0318815,0.0113108
,1.720,0.480,0.9999928,0.0000040,0.0985676
,1.720,0.500,0.9999930,0.0000029,0.0690123
,1.720,0.520,0.9999930,0.0000024,0.0549896
,1.720,0.540,0.9999926,0.0000020,0.0424561
,1.720,0.560,0.9999921,0.0000017,0.0350863
,1.720,0.580,0.9999917,0.0000014,0.0272361
,1.720,0.600,0.9999912,0.0000012,0.0242785
,1.720,0.620,0.9999905,0.0000013,0.0237237
,1.720,0.640,0.9999900,0.0000008,0.0141738
,1.720,0.660,0.9999893,0.0000010,0.0173504
,1.720,0.680,0.9999887,0.0000010,0.0169238
,1.720,0.700,0.9999880,0.0000006,0.0092290
,1.720,0.720,0.9999873,0.0000006,0.0088557
,1.720,0.740,0.9999866,0.0000005,0.0078796
,1.720,0.760,0.9999858,0.0000009,0.0131333
,1.720,0.780,0.9999851,0.0000006,0.0080766
,1.720,0.800,0.9999843,0.0000009,0.0132967
,1.720,0.820,0.9999835,0.0000007,0.0094423
,1.720,0.840,0.9999826,0.0000011,0.0144135
,1.720,0.860,0.9999818,0.0000007,0.0088625
,1.720,0.880,0.9999809,0.0000010,0.0133748
,1.720,0.900,0.9999800,0.0000002,0.0030071
,1.720,0.920,0.9999791,0.0000004,0.0055420
,1.720,0.940,0.9999782,0.0000004,0.0056551
,1.720,0.960,0.9999772,0.0000008,0.0098080
,1.720,0.980,0.9999762,0.0000011,0.0133276
,1.720,1.000,0.9999753,0.0000003,0.0040063
,1.720,1.020,0.9999743,0.0000004,0.0048637
,1.720,1.040,0.9999732,0.0000008,0.0097871
,1.720,1.060,0.9999721,0.0000001,0.0017115
,1.720,1.080,0.9999711,0.0000007,0.0087142
,1.720,1.100,0.9999699,0.0000012,0.0123802
,1.720,1.120,0.9999688,0.0000015,0.0154437
,1.720,1.140,0.9999677,0.0000007,0.0080932
,1.720,1.160,0.9999665,0.0000010,0.0109637
,1.720,1.180,0.9999653,0.0000003,0.0033625
,1.720,1.200,0.9999641,0.0000005,0.0063817
,1.720,1.220,0.9999628,0.0000010,0.0113050
,1.720,1.240,0.9999616,0.0000013,0.0141639
,1.720,1.260,0.9999603,0.0000016,0.0159054
,1.720,1.280,0.9999589,0.0000018,0.0174347
,1.720,1.300,0.9999576,0.0000016,0.0159533
,1.720,1.320,0.9999563,0.0000008,0.0102769
,1.720,1.340,0.9999550,0.0000004,0.0049445
,1.720,1.360,0.9999536,0.0000007,0.0084427
,1.720,1.380,0.9999522,0.0000010,0.0122522
,1.720,1.400,0.9999507,0.0000016,0.0180102
,1.720,1.420,0.9999492,0.0000017,0.0187450
,1.720,1.440,0.9999477,0.0000017,0.0193866
,1.720,1.460,0.9999463,0.0000023,0.0275052
,1.720,1.480,0.9999447,0.0000007,0.0088375
,1.720,1.500,0.9999431,0.0000010,0.0132942
,1.720,1.520,0.9999416,0.0000011,0.0145014
,1.720,1.540,0.9999400,0.0000004,0.0061433
,1.720,1.560,0.9999383,0.0000007,0.0105026
,1.720,1.580,0.9999367,0.0000008,0.0118319
,1.720,1.600,0.9999350,0.0000007,0.0115146
,1.720,1.620,0.9999333,0.0000012,0.0219041
,1.720,1.640,0.9999315,0.0000011,0.0207791
,1.720,1.660,0.9999299,0.0000009,0.0191882
,1.720,1.680,0.9999280,0.0000007,0.0169387
,1.720,1.700,0.9999262,0.0000011,0.0354153
,1.720,1.720,0.9999240,0.0000006,0.0346669
,1.720,1.740,0.9999291,0.0000000,0.0000000
,1.720,1.760,0.9999310,0.0000000,0.0000000
,1.720,1.780,0.9999324,0.0000000,0.0000000
,1.720,1.800,0.9999335,0.0000000,0.0000000
,1.720,1.820,0.9999345,0.0000000,0.0000000
,1.720,1.840,0.9999354,0.0000000,0.0000000
,1.720,1.860,0.9999362,0.0000000,0.0000000
,1.720,1.880,0.9999369,0.0000000,0.0000000
,1.720,1.900,0.9999376,0.0000000,0.0000000
,1.720,1.920,0.9999383,0.0000000,0.0000000
,1.720,1.940,0.9999389,0.0000000,0.0000000
,1.720,1.960,0.9999395,0.0000000,0.0000000
,1.720,1.980,0.9999400,0.0000000,0.0000000
,1.720,2.000,0.9999406,0.0000000,0.0000000
,1.740,0.000,0.0014318,1.2972735,0.0011097
,1.740,0.020,0.0069926,0.2093276,0.0014980
,1.740,0.040,0.0136886,0.0868976,0.0010474
,1.740,0.060,0.0205085,0.0662684,0.0015766
,1.740,0.080,0.0273142,0.0476729,0.0012985
,1.740,0.100,0.0342018,0.0427812,0.0015281
,1.740,0.120,0.0411360,0.0393656,0.0016181
,1.740,0.140,0.0479496,0.0424988,0.0019663
,1.740,0.160,0.0547930,0.0382575,0.0021423
,1.740,0.180,0.0615634,0.0435726,0.0028552
,1.740,0.200,0.0685635,0.0321684,0.0023420
,1.740,0.220,0.0754211,0.0341889,0.0025195
,1.740,0.240,0.0822694,0.0317384,0.0026092
,1.740,0.260,0.0891512,0.0272365,0.0024739
,1.740,0.280,0.0960463,0.0262291,0.0028457
,1.740,0.300,0.1028239,0.0338354,0.0033570
,1.740,0.320,0.1097720,0.0316701,0.0033718
,1.740,0.340,0.1164287,0.0368498,0.0044100
,1.740,0.360,0.1223567,0.0319472,0.0066362
,1.740,0.380,0.1292339,0.0225355,0.0040558
,1.740,0.400,0.1357877,0.0313176,0.0045043
,1.740,0.420,0.1425869,0.0177565,0.0034263
,1.740,0.440,0.1494690,0.0291448,0.0043614
,1.740,0.460,0.1561757,0.0238031,0.0104141
,1.740,0.480,0.9999890,0.0000068,0.1811784
,1.740,0.500,0.9999909,0.0000056,0.1381557
,1.740,0.520,0.9999920,0.0000041,0.0944199
,1.740,0.540,0.9999921,0.0000033,0.0729776
,1.740,0.560,0.9999920,0.0000027,0.0578827
,1.740,0.580,0.9999918,0.0000017,0.0352750
,1.740,0.600,0.9999913,0.0000016,0.0310556
,1.740,0.620,0.9999907,0.0000015,0.0283906
,1.740,0.640,0.9999902,0.0000007,0.0132181
,1.740,0.660,0.9999896,0.0000008,0.0149722
,1.740,0.680,0.9999890,0.0000008,0.0144153
,1.740,0.700,0.9999883,0.0000004,0.0071255
,1.740,0.720,0.9999876,0.0000004,0.0065820
,1.740,0.740,0.9999869,0.0000005,0.0083839
,1.740,0.760,0.9999862,0.0000008,0.0125601
,1.740,0.780,0.9999854,0.0000008,0.0124463
,1.740,0.800,0.9999846,0.0000010,0.0144400
,1.740,0.820,0.9999839,0.0000011,0.0162164
,1.740,0.840,0.9999831,0.0000011,0.0146189
,1.740,0.860,0.9999822,0.0000013,0.0169900
,1.740,0.880,0.9999813,0.0000013,0.0169080
,1.740,0.900,0.9999805,0.0000012,0.0151505
,1.740,0.920,0.9999796,0.0000014,0.0183401
,1.740,0.940,0.9999787,0.0000004,0.0058209
,1.740,0.960,0.9999778,0.0000003,0.0037757
,1.740,0.980,0.9999768,0.0000004,0.0057895
,1.740,1.000,0.9999759,0.0000006,0.0074492
,1.740,1.020,0.9999749,0.0000010,0.0111926
,1.740,1.040,0.9999738,0.0000008,0.0102590
,1.740,1.060,0.9999728,0.0000009,0.0107870
,1.740,1.080,0.9999718,0.0000010,0.0113138
,1.740,1.100,0.9999706,0.0000014,0.0151818
,1.740,1.120,0.9999696,0.0000006,0.0077600
,1.740,1.140,0.9999684,0.0000011,0.0118850
,1.740,1.160,0.9999673,0.0000009,0.0108539
,1.740,1.180,0.9999661,0.0000011,0.0120794
,1.740,1.200,0.9999649,0.0000016,0.0152208
,1.740,1.220,0.9999637,0.0000018,0.0166050
,1.740,1.240,0.9999625,0.0000010,0.0117356
,1.740,1.260,0.9999613,0.0000001,0.0019023
,1.740,1.280,0.9999600,0.0000008,0.0102570
,1.740,1.300,0.9999587,0.0000008,0.0102055
,1.740,1.320,0.9999574,0.0000006,0.0073916
,1.740,1.340,0.9999561,0.0000008,0.0097165
,1.740,1.360,0.9999546,0.0000014,0.0151469
,1.740,1.380,0.9999533,0.0000018,0.0196264
,1.740,1.400,0.9999519,0.0000005,0.0067185
,1.740,1.420,0.9999504,0.0000013,0.0147029
,1.740,1.440,0.9999489,0.0000020,0.0226492
,1.740,1.460,0.9999475,0.0000012,0.0141921
,1.740,1.480,0.9999460,0.0000019,0.0232526
,1.740,1.500,0.9999444,0.0000014,0.0167745
,1.740,1.520,0.9999429,0.0000020,0.0266312
,1.740,1.540,0.9999414,0.0000008,0.0105497
,1.740,1.560,0.9999397,0.0000016,0.0225773
,1.740,1.580,0.9999381,0.0000019,0.0283614
,1.740,1.600,0.9999365,0.0000015,0.0236667
,1.740,1.620,0.9999349,0.0000000,0.0003207
,1.740,1.640,0.9999332,0.0000011,0.0191334
,1.740,1.660,0.9999314,0.0000015,0.0289293
,1.740,1.680,0.9999297,0.0000019,0.0423768
,1.740,1.700,0.9999280,0.0000006,0.0134508
,1.740,1.720,0.9999261,0.0000009,0.0271787
,1.740,1.740,0.9999240,0.0000008,0.0384474
,1.740,1.760,0.9999292,0.0000000,0.0000000
,1.740,1.780,0.9999310,0.0000000,0.0000000
,1.740,1.800,0.9999324,0.0000000,0.0000000
,1.740,1.820,0.9999336,0.0000000,0.0000000
,1.740,1.840,0.9999346,0.0000000,0.0000000
,1.740,1.860,0.9999355,0.0000000,0.0000000
,1.740,1.880,0.9999363,0.0000000,0.0000000
,1.740,1.900,0.9999370,0.0000000,0.0000000
,1.740,1.920,0.9999377,0.0000000,0.0000000
,1.740,1.940,0.9999383,0.0000000,0.0000000
,1.740,1.960,0.9999390,0.0000000,0.0000000
,1.740,1.980,0.9999395,0.0000000,0.0000000
,1.740,2.000,0.9999401,0.0000000,0.0000000
,1.760,0.000,0.0014751,0.2438085,0.0011264
,1.760,0.020,0.0069240,0.2736305,0.0014656
,1.760,0.040,0.0135307,0.0805561,0.0011785
,1.760,0.060,0.0202841,0.0564138,0.0011377
,1.760,0.080,0.0270787,0.0454098,0.0012331
,1.760,0.100,0.0338266,0.0465669,0.0014762
,1.760,0.120,0.0405610,0.0426118,0.0018097
,1.760,0.140,0.0473253,0.0441219,0.0021599
,1.760,0.160,0.0541072,0.0401361,0.0021897
,1.760,0.180,0.0609176,0.0313474,0.0019250
,1.760,0.200,0.0676958,0.0365600,0.0028478
,1.760,0.220,0.0745884,0.0206416,0.0016603
,1.760,0.240,0.0814507,0.0284930,0.0023543
,1.760,0.260,0.0882593,0.0296416,0.0027071
,1.760,0.280,0.0947920,0.0347390,0.0034308
,1.760,0.300,0.1015564,0.0359670,0.0037067
,1.760,0.320,0.1083340,0.0285739,0.0031550
,1.760,0.340,0.1148861,0.0345162,0.0039645
,1.760,0.360,0.1215331,0.0364687,0.0045950
,1.760,0.380,0.1282959,0.0258760,0.0041218
,1.760,0.400,0.1350429,0.0244969,0.0044693
,1.760,0.420,0.1422334,0.0232935,0.0034487
,1.760,0.440,0.1516504,0.0219494,0.0035012
,1.760,0.460,0.9999904,0.0000067,0.1864191
,1.760,0.480,0.9999919,0.0000051,0.1318037
,1.760,0.500,0.9999925,0.0000041,0.0996413
,1.760,0.520,0.9999929,0.0000030,0.0696279
,1.760,0.540,0.9999927,0.0000025,0.0564044
,1.760,0.560,0.9999924,0.0000022,0.0469942
,1.760,0.580,0.9999921,0.0000015,0.0299296
,1.760,0.600,0.9999915,0.0000014,0.0282385
,1.760,0.620,0.9999909,0.0000014,0.0269783
,1.760,0.640,0.9999905,0.0000009,0.0164625
,1.760,0.660,0.9999898,0.0000010,0.0188023
,1.760,0.680,0.9999892,0.0000011,0.0197331
,1.760,0.700,0.9999886,0.0000004,0.0063223
,1.760,0.720,0.9999879,0.0000001,0.0019574
,1.760,0.740,0.9999872,0.0000003,0.0054280
,1.760,0.760,0.9999865,0.0000005,0.0079498
,1.760,0.780,0.9999858,0.0000008,0.0117579
,1.760,0.800,0.9999850,0.0000006,0.0093018
,1.760,0.820,0.9999843,0.0000010,0.0140355
,1.760,0.840,0.9999835,0.0000004,0.0067368
,1.760,0.860,0.9999827,0.0000008,0.0107225
,1.760,0.880,0.9999818,0.0000004,0.0059262
,1.760,0.900,0.9999810,0.0000008,0.0106038
,1.760,0.920,0.9999801,0.0000009,0.0110271
,1.760,0.940,0.9999792,0.0000009,0.0107358
,1.760,0.960,0.9999783,0.0000012,0.0146616
,1.760,0.980,0.9999774,0.0000005,0.0065452
,1.760,1.000,0.9999764,0.0000009,0.0104692
,1.760,1.020,0.9999754,0.0000010,0.0116151
,1.760,1.040,0.9999745,0.0000004,0.0053825
,1.760,1.060,0.9999735,0.0000003,0.0040498
,1.760,1.080,0.9999724,0.0000008,0.0099335
,1.760,1.100,0.9999714,0.0000005,0.0059799
,1.760,1.120,0.9999703,0.0000008,0.0095351
,1.760,1.140,0.9999692,0.0000009,0.0105812
,1.760,1.160,0.9999680,0.0000013,0.0135241
,1.760,1.180,0.9999669,0.0000015,0.0146559
,1.760,1.200,0.9999658,0.0000004,0.0051741
,1.760,1.220,0.9999646,0.0000009,0.0109266
,1.760,1.240,0.9999634,0.0000002,0.0022416
,1.760,1.260,0.9999622,0.0000006,0.0073642
,1.760,1.280,0.9999609,0.0000007,0.0087228
,1.760,1.300,0.9999597,0.0000004,0.0048543
,1.760,1.320,0.9999584,0.0000005,0.0058272
,1.760,1.340,0.9999571,0.0000005,0.0059137
,1.760,1.360,0.9999558,0.0000005,0.0058651
,1.760,1.380,0.9999544,0.0000005,0.0069760
,1.760,1.400,0.9999530,0.0000010,0.0115793
,1.760,1.420,0.9999515,0.0000017,0.0180357
,1.760,1.440,0.9999502,0.0000010,0.0125619
,1.760,1.460,0.9999487,0.0000016,0.0185473
,1.760,1.480,0.9999472,0.0000022,0.0267086
,1.760,1.500,0.9999458,0.0000006,0.0083417
,1.760,1.520,0.9999444,0.0000005,0.0065585
,1.760,1.540,0.9999428,0.0000006,0.0085843
,1.760,1.560,0.9999412,0.0000010,0.0140229
,1.760,1.580,0.9999396,0.0000016,0.0227254
,1.760,1.600,0.9999380,0.0000023,0.0349972
,1.760,1.620,0.9999364,0.0000028,0.0446778
,1.760,1.640,0.9999350,0.0000029,0.0497437
,1.760,1.660,0.9999331,0.0000010,0.0176117
,1.760,1.680,0.9999315,0.0000011,0.0203799
,1.760,1.700,0.9999296,0.0000016,0.0358398
,1.760,1.720,0.9999279,0.0000019,0.0490204
,1.760,1.740,0.9999262,0.0000016,0.0522899
,1.760,1.760,0.9999240,0.0000007,0.0327229
,1.760,1.780,0.9999292,0.0000000,0.0000000
,1.760,1.800,0.9999311,0.0000000,0.0000000
,1.760,1.820,0.9999325,0.0000000,0.0000000
,1.760,1.840,0.9999336,0.0000000,0.0000000
,1.760,1.860,0.9999346,0.0000000,0.0000000
,1.760,1.880,0.9999355,0.0000000,0.0000000
,1.760,1.900,0.9999363,0.0000000,0.0000000
,1.760,1.920,0.9999371,0.0000000,0.0000000
,1.760,1.940,0.9999378,0.0000000,0.0000000
,1.760,1.960,0.9999384,0.0000000,0.0000000
,1.760,1.980,0.9999390,0.0000000,0.0000000
,1.760,2.000,0.9999396,0.0000000,0.0000000
,1.780,0.000,0.0013082,0.2483539,0.0010055
,1.780,0.020,0.0068494,0.2077810,0.0013339
,1.780,0.040,0.0135183,0.1067854,0.0015036
,1.780,0.060,0.0201892,0.0810117,0.0015034
,1.780,0.080,0.0269070,0.0618771,0.0016024
,1.780,0.100,0.0335609,0.0404669,0.0013035
,1.780,0.120,0.0403408,0.0421362,0.0017117
,1.780,0.140,0.0471179,0.0363638,0.0018013
,1.780,0.160,0.0538047,0.0445075,0.0024497
,1.780,0.180,0.0605333,0.0358672,0.0021870
,1.780,0.200,0.0672667,0.0322415,0.0022156
,1.780,0.220,0.0739730,0.0361742,0.0028928
,1.780,0.240,0.0808396,0.0324072,0.0027752
,1.780,0.260,0.0875646,0.0306594,0.0027448
,1.780,0.280,0.0943333,0.0242076,0.0026934
,1.780,0.300,0.1010135,0.0325821,0.0032442
,1.780,0.320,0.1078658,0.0284952,0.0032694
,1.780,0.340,0.1144111,0.0340327,0.0042032
,1.780,0.360,0.1212653,0.0285320,0.0036330
,1.780,0.380,0.1278736,0.0238874,0.0033462
,1.780,0.400,0.1343813,0.0342359,0.0045977
,1.780,0.420,0.1411598,0.0303558,0.0044086
,1.780,0.440,0.1481551,0.0236261,0.0052966
,1.780,0.460,0.1553546,0.0271905,0.0042367
,1.780,0.480,0.9999923,0.0000046,0.1186951
,1.780,0.500,0.9999932,0.0000034,0.0846450
,1.780,0.520,0.9999932,0.0000025,0.0594387
,1.780,0.540,0.9999931,0.0000017,0.0371077
,1.780,0.560,0.9999929,0.0000009,0.0202632
,1.780,0.580,0.9999924,0.0000007,0.0147035
,1.780,0.600,0.9999918,0.0000002,0.0038972
,1.780,0.620,0.9999912,0.0000003,0.0053449
,1.780,0.640,0.9999907,0.0000002,0.0037787
,1.780,0.660,0.9999901,0.0000004,0.0073897
,1.780,0.680,0.9999895,0.0000007,0.0123970
,1.780,0.700,0.9999888,0.0000002,0.0026518
,1.780,0.720,0.9999882,0.0000004,0.0070328
,1.780,0.740,0.9999875,0.0000004,0.0063084
,1.780,0.760,0.9999868,0.0000006,0.0093602
,1.780,0.780,0.9999861,0.0000009,0.0135951
,1.780,0.800,0.9999854,0.0000004,0.0068059
,1.780,0.820,0.9999846,0.0000007,0.0097769
,1.780,0.840,0.9999838,0.0000000,0.0007316
,1.780,0.860,0.9999831,0.0000004,0.0060790
,1.780,0.880,0.9999822,0.0000002,0.0035865
,1.780,0.900,0.9999815,0.0000007,0.0088657
,1.780,0.920,0.9999806,0.0000005,0.0069617
,1.780,0.940,0.9999797,0.0000009,0.0109707
,1.780,0.960,0.9999788,0.0000011,0.0132866
,1.780,0.980,0.9999779,0.0000006,0.0082452
,1.780,1.000,0.9999770,0.0000007,0.0086386
,1.780,1.020,0.9999760,0.0000009,0.0103193
,1.780,1.040,0.9999750,0.0000008,0.0103054
,1.780,1.060,0.9999741,0.0000011,0.0124430
,1.780,1.080,0.9999731,0.0000012,0.0126394
,1.780,1.100,0.9999720,0.0000008,0.0097031
,1.780,1.120,0.9999710,0.0000005,0.0062574
,1.780,1.140,0.9999699,0.0000009,0.0110148
,1.780,1.160,0.9999688,0.0000010,0.0112978
,1.780,1.180,0.9999677,0.0000004,0.0052137
,1.780,1.200,0.9999666,0.0000004,0.0053785
,1.780,1.220,0.9999654,0.0000009,0.0104669
,1.780,1.240,0.9999642,0.0000012,0.0133876
,1.780,1.260,0.9999630,0.0000016,0.0156086
,1.780,1.280,0.9999618,0.0000021,0.0196327
,1.780,1.300,0.9999606,0.0000023,0.0224766
,1.780,1.320,0.9999594,0.0000025,0.0241758
,1.780,1.340,0.9999580,0.0000026,0.0257685
,1.780,1.360,0.9999566,0.0000028,0.0284495
,1.780,1.380,0.9999553,0.0000028,0.0286233
,1.780,1.400,0.9999541,0.0000013,0.0143729
,1.780,1.420,0.9999527,0.0000017,0.0176313
,1.780,1.440,0.9999514,0.0000010,0.0121528
,1.780,1.460,0.9999499,0.0000014,0.0153978
,1.780,1.480,0.9999485,0.0000012,0.0143480
,1.780,1.500,0.9999470,0.0000018,0.0217248
,1.780,1.520,0.9999456,0.0000020,0.0242527
,1.780,1.540,0.9999440,0.0000023,0.0294961
,1.780,1.560,0.9999425,0.0000017,0.0227070
,1.780,1.580,0.9999410,0.0000016,0.0223387
,1.780,1.600,0.9999396,0.0000024,0.0337433
,1.780,1.620,0.9999379,0.0000018,0.0276524
,1.780,1.640,0.9999363,0.0000007,0.0103756
,1.780,1.660,0.9999347,0.0000009,0.0147688
,1.780,1.680,0.9999330,0.0000014,0.0243259
,1.780,1.700,0.9999315,0.0000021,0.0427023
,1.780,1.720,0.9999297,0.0000019,0.0423636
,1.780,1.740,0.9999279,0.0000023,0.0592908
,1.780,1.760,0.9999264,0.0000025,0.0731111
,1.780,1.780,0.9999241,0.0000012,0.0501946
,1.780,1.800,0.9999292,0.0000000,0.0000000
,1.780,1.820,0.9999311,0.0000000,0.0000000
,1.780,1.840,0.9999325,0.0000000,0.0000000
,1.780,1.860,0.9999337,0.0000000,0.0000000
,1.780,1.880,0.9999347,0.0000000,0.0000000
,1.780,1.900,0.9999356,0.0000000,0.0000000
,1.780,1.920,0.9999364,0.0000000,0.0000000
,1.780,1.940,0.9999371,0.0000000,0.0000000
,1.780,1.960,0.9999378,0.0000000,0.0000000
,1.780,1.980,0.9999385,0.0000000,0.0000000
,1.780,2.000,0.9999391,0.0000000,0.0000000
,1.800,0.000,0.0014917,0.3723089,0.0011219
,1.800,0.020,0.0067762,0.2069424,0.0013524
,1.800,0.040,0.0133626,0.1425862,0.0018380
,1.800,0.060,0.0199148,0.0678014,0.0013177
,1.800,0.080,0.0265334,0.0514681,0.0013814
,1.800,0.100,0.0331928,0.0468887,0.0016002
,1.800,0.120,0.0398945,0.0529178,0.0019900
,1.800,0.140,0.0464915,0.0359363,0.0016839
,1.800,0.160,0.0531077,0.0367866,0.0021101
,1.800,0.180,0.0598024,0.0409004,0.0022902
,1.800,0.200,0.0664286,0.0300694,0.0019974
,1.800,0.220,0.0730703,0.0335457,0.0025701
,1.800,0.240,0.0797249,0.0328061,0.0024896
,1.800,0.260,0.0864374,0.0293167,0.0031735
,1.800,0.280,0.0932567,0.0296939,0.0027754
,1.800,0.300,0.0998002,0.0277614,0.0034298
,1.800,0.320,0.1064965,0.0268200,0.0028713
,1.800,0.340,0.1131290,0.0293312,0.0033567
,1.800,0.360,0.1198719,0.0250236,0.0031904
,1.800,0.380,0.1265704,0.0271439,0.0035141
,1.800,0.400,0.1333205,0.0243556,0.0038120
,1.800,0.420,0.1398685,0.0262126,0.0043182
,1.800,0.440,0.1463728,0.0246710,0.0055826
,1.800,0.460,0.1535140,0.0255662,0.0041839
,1.800,0.480,0.9999922,0.0000048,0.1260628
,1.800,0.500,0.9999928,0.0000038,0.0947644
,1.800,0.520,0.9999932,0.0000028,0.0666775
,1.800,0.540,0.9999930,0.0000024,0.0542961
,1.800,0.560,0.9999927,0.0000021,0.0452895
,1.800,0.580,0.9999925,0.0000014,0.0299978
,1.800,0.600,0.9999920,0.0000013,0.0275189
,1.800,0.620,0.9999914,0.0000013,0.0254295
,1.800,0.640,0.9999909,0.0000010,0.0196784
,1.800,0.660,0.9999903,0.0000010,0.0185057
